obstacle_distance_m,relative_speed_mps,num_obstacles,lane_offset_m,traffic_density_veh_per_km,road_curvature_1pm,road_width_m,speed_limit_kmh,ego_speed_mps,ego_acceleration_mps2,steering_angle_deg,yaw_rate_rads,throttle_position,brake_pressure,weather_condition,visibility_range_m,road_surface_condition,behavior_label,weather_encoded,road_encoded,closing_rate_mps,ttc,abs_ttc,ego_speed_kmh,speed_over_limit_kmh,curvature_abs,brake_throttle_diff,kinetic_danger,safety_ratio,visibility_factor,centrifugal_risk,braking_urgency,deceleration_needed,lane_danger,weather_visibility,congestion_index,computed_risk
38.07947176588889,-3.1909343916767376,6,0.6756004224744712,48.665353975018824,-0.0125070948640671,3.07369614562467,80,26.231337153963903,-1.8983232469536009,-6.714563267975521,0.399968464415443,0.0515795678419831,0.3253413737418688,rain,213.1673743052481,wet,follow,3,2,0.0,120.0,120.0,94.43281375427006,14.432813754270057,0.0125070948640671,0.2737618058998857,1276.5573078357163,1.4516786369822774,0.4263347486104962,8.605919966760302,11.366623836427152,0.13369489937497447,17.721902463288306,1.7209957541685112,291.99212385011293,0.6341026982338754
95.1207163345817,-0.7969302187493579,3,0.6200987856203599,49.51920888491095,-0.036788435562099,3.4498859677808333,50,15.299049515626,0.9307894147677942,-24.890722642612985,-0.1500164180369466,0.6271913914331921,0.3612416477959826,fog,227.49219982662368,icy,follow,1,1,0.0,120.0,120.0,55.076578256253605,5.076578256253605,0.036788435562099,-0.2659497436372095,757.5968287048796,6.217426529499639,0.45498439965324733,8.610734928872926,1.3618514115165046,0.0033383777899757354,9.48692202578544,0.5450156003467527,148.55762665473287,0.3485906776024922
73.46740023932911,10.63642179606541,1,-0.2166014632051291,32.5089062980506,-0.0262767770156419,3.9823077195192753,30,7.015695236138223,2.439927492187059,14.601049252634198,-0.4364145458514905,0.825700893939893,0.1610163822285526,night,291.7967819058897,icy,follow,2,1,10.63642179606541,6.906504381212314,6.906504381212314,25.256502850097604,-4.743497149902396,0.0262767770156419,-0.6646845117113404,228.07257904729744,10.47186312496794,0.5835935638117794,1.2933424298821643,0.0,0.7699569350165455,1.5196098535487927,0.8328128723764412,32.5089062980506,0.26711901176275565
60.26718993550662,-4.799868418203236,4,-0.6136880484968832,6.355964592852425,0.0142747284459375,4.179263041710003,40,27.36119210186833,-0.3863922492866996,23.101918570777713,0.3335224070918761,0.5562573891590055,0.0832640534082981,rain,70.35478529513901,icy,follow,3,1,0.0,120.0,120.0,98.50029156672599,58.50029156672599,0.0142747284459375,-0.47299333575070734,173.90676821770853,2.202652198454151,0.14070957059027803,10.68655894960421,8.581234788635173,0.1911383030859672,16.79123658554391,2.577871288229166,25.4238583714097,0.3808480493108847
16.445845403801215,11.08949054436514,13,1.343696292111254,25.30850428276013,-0.0448123894003008,4.1129251733863255,40,23.70130850725078,2.5486156279110217,-20.299000518468343,0.4144221246801357,0.3204781034673679,0.57837071921304,night,279.849028578803,icy,yield,2,1,11.08949054436514,1.4828780871335783,1.4828780871335783,85.32471062610281,45.324710626102814,0.0448123894003008,0.25789261574567207,599.8446678627754,0.6938792176292735,0.5596980571576059,25.173450488730303,4.835809544099234,3.7388409508318605,31.847360359377795,0.8806038856847882,329.0105556758817,0.6553676188553887
16.443457513284063,-12.355967070699254,10,1.0337838279994571,26.458155047783123,-0.0227310959951936,4.658163958729934,50,0.6295611569542914,-2.868217343144144,21.246215303393633,0.3375333186203199,0.6304693675732336,0.4913227197460015,rain,322.26129798748985,dry,stop,3,0,0.0,120.0,120.0,2.266420165035449,-47.73357983496455,0.0227310959951936,-0.13914664782723207,16.65702670275837,16.443457513284063,0.6445225959749797,0.009009407395037453,5.127387084345308,4.642269490126025,0.6508301427959744,1.066432212075061,264.58155047783123,0.47439130665519424
6.750277604651747,8.30395311625892,10,-0.7149793063443499,25.722321406765484,-0.0291688522357825,3.046893577675288,60,28.182407588834472,0.0974399927050808,17.321757084717277,0.4129792782288646,0.9910032284048672,0.5845324777744956,night,473.8576192919915,dry,follow,2,0,8.30395311625892,0.8128014102134392,0.8128014102134392,101.4566673198041,41.4566673198041,0.0291688522357825,-0.40647075063037164,724.916946016467,0.23952097007234133,0.947715238583983,23.167305394622062,29.269385302461593,5.10761493049616,20.149838228978613,0.10456952283203402,257.22321406765485,0.7150493333159277
86.75143843171858,10.42642899164209,2,-1.5879232222311757,28.474591926000485,-0.0298864889323468,4.091865407992839,50,28.455757759482985,-1.4623798242488997,3.831616446624515,0.0759020309826966,0.5740417679909308,0.1293053014499723,fog,376.1249084630719,wet,follow,1,2,10.42642899164209,8.319542477944713,8.319542477944713,102.44072793413875,52.44072793413875,0.0298864889323468,-0.44473646654095844,810.2660901463998,3.0486427093233304,0.7522498169261438,24.199991156191665,1.8734945592558963,0.6265626454327895,45.185558552468,0.2477501830738562,56.94918385200097,0.36717065945995103
60.510386162577674,-9.545470414879835,14,-1.7127698182181232,0.9362356897195334,0.0182762411975971,2.7527859404652353,40,10.659123923295413,-1.427055619188369,5.7660202330395265,0.3396588560924868,0.315216417113539,0.947691454341104,night,62.71037088870068,dry,stop,2,0,0.0,120.0,120.0,38.37284612386349,-1.6271538761365107,0.0182762411975971,0.632475037227565,9.97945223813246,5.6768629953098495,0.12542074177740137,2.0764902854439655,3.3731864747434734,0.7528955871851337,18.256625744467133,1.7491585164451973,13.107299656073469,0.347583126221744
71.09918520180851,-2.089604028833987,13,-1.6228960884042558,35.56136407352512,0.0325816916754364,3.8698367247479446,80,0.3005477182274696,2.2652831889343172,9.094086709784222,0.44391190014857,0.2436155469683857,0.4133539407862937,fog,128.82708700363628,wet,lane_change,1,2,0.0,120.0,120.0,1.0819717856188906,-78.91802821438111,0.0325816916754364,0.16973839381790803,10.687886829354289,71.09918520180851,0.2576541740072726,0.002943069376989693,0.0401750410905948,0.030706716152410735,0.4877577162901849,0.7423458259927274,462.2977329558266,0.37028858135072695
